id,thumbnail,image,largeImage,_label,_iiif,_Predicted 1,_Confidence Predicted 1,_Predicted 2,_Confidence Predicted 2,_Confidence Predicted 3,keywords
0439f49b9f18413a6c25db5ba6670427,"https://culturedigital.brighton.ac.uk:8183/iiif/2/31-44%20W.tif/full/120,128/0/default.jpg","https://culturedigital.brighton.ac.uk:8183/iiif/2/31-44%20W.tif/full/967,1025/0/default.jpg","https://culturedigital.brighton.ac.uk:8183/iiif/2/31-44%20W.tif/full/3864,4096/0/default.jpg",Manifest for image 31-44%20W photographics collection from the Design Council,https://culturedigitalskills.org/presentation/31-44%20W.json,INDUSTRIAL AND MANUFACTURING PROCESSES,0.96130854,PORTRAITS,0.01427904,0.0031502224,"Design Council,INDUSTRIAL,MANUFACTURING,INDUSTRIAL AND MANUFACTURING"
a34f1f92f887fd9331496e95eccbddc0,"https://culturedigital.brighton.ac.uk:8183/iiif/2/31-45%20W.tif/full/122,128/0/default.jpg","https://culturedigital.brighton.ac.uk:8183/iiif/2/31-45%20W.tif/full/978,1025/0/default.jpg","https://culturedigital.brighton.ac.uk:8183/iiif/2/31-45%20W.tif/full/3908,4096/0/default.jpg",Manifest for image 31-45%20W photographics collection from the Design Council,https://culturedigitalskills.org/presentation/31-45%20W.json,INDUSTRIAL AND MANUFACTURING PROCESSES,0.98901105,PORTRAITS,0.002728036,0.00076764106,"Design Council,INDUSTRIAL,MANUFACTURING,Design"
224bff183ee482001cb31d7f56c5680b,"https://culturedigital.brighton.ac.uk:8183/iiif/2/31-48%20W-O.tif/full/121,128/0/default.jpg","https://culturedigital.brighton.ac.uk:8183/iiif/2/31-48%20W-O.tif/full/971,1025/0/default.jpg","https://culturedigital.brighton.ac.uk:8183/iiif/2/31-48%20W-O.tif/full/3882,4096/0/default.jpg",Manifest for image 31-48%20W-O photographics collection from the Design Council,https://culturedigitalskills.org/presentation/31-48%20W-O.json,INDUSTRIAL AND MANUFACTURING PROCESSES,0.9556593,ENGINEERING,0.014727399,0.006884852,"Design Council,INDUSTRIAL,MANUFACTURING,Design"
84ad6c9f6e16221292f81cff256727ef,"https://culturedigital.brighton.ac.uk:8183/iiif/2/31-48%20W.tif/full/121,128/0/default.jpg","https://culturedigital.brighton.ac.uk:8183/iiif/2/31-48%20W.tif/full/969,1025/0/default.jpg","https://culturedigital.brighton.ac.uk:8183/iiif/2/31-48%20W.tif/full/3873,4096/0/default.jpg",Manifest for image 31-48%20W photographics collection from the Design Council,https://culturedigitalskills.org/presentation/31-48%20W.json,INDUSTRIAL AND MANUFACTURING PROCESSES,0.9513999,ENGINEERING,0.018681102,0.005903597,"Design Council,INDUSTRIAL,MANUFACTURING,Design"
ec8e0d69531025a608bc6a2d0c4a53fb,"https://culturedigital.brighton.ac.uk:8183/iiif/2/31-50%20W.tif/full/121,128/0/default.jpg","https://culturedigital.brighton.ac.uk:8183/iiif/2/31-50%20W.tif/full/975,1025/0/default.jpg","https://culturedigital.brighton.ac.uk:8183/iiif/2/31-50%20W.tif/full/3897,4096/0/default.jpg",Manifest for image 31-50%20W photographics collection from the Design Council,https://culturedigitalskills.org/presentation/31-50%20W.json,WALLPAPER,0.272003,GRAPHICS,0.12806265,0.11916775,"Design Council,Design,photographics collection,Manifest"
8bbe23b4a5ae298c01cb76940ee2315e,"https://culturedigital.brighton.ac.uk:8183/iiif/2/31-53%20W.tif/full/128,121/0/default.jpg","https://culturedigital.brighton.ac.uk:8183/iiif/2/31-53%20W.tif/full/1025,973/0/default.jpg","https://culturedigital.brighton.ac.uk:8183/iiif/2/31-53%20W.tif/full/4096,3889/0/default.jpg",Manifest for image 31-53%20W photographics collection from the Design Council,https://culturedigitalskills.org/presentation/31-53%20W.json,MATERIALS,0.6232668,INDUSTRIAL AND MANUFACTURING PROCESSES,0.19202016,0.025279442,"Design Council,MANUFACTURING,Design,photographics collection"
69a11c262d135450038ac3a0c33d58b7,"https://culturedigital.brighton.ac.uk:8183/iiif/2/31-56%20W.tif/full/128,92/0/default.jpg","https://culturedigital.brighton.ac.uk:8183/iiif/2/31-56%20W.tif/full/1025,738/0/default.jpg","https://culturedigital.brighton.ac.uk:8183/iiif/2/31-56%20W.tif/full/4096,2951/0/default.jpg",Manifest for image 31-56%20W photographics collection from the Design Council,https://culturedigitalskills.org/presentation/31-56%20W.json,INDUSTRIAL AND MANUFACTURING PROCESSES,0.9814167,MATERIALS,0.004242972,0.0017892128,"Design Council,INDUSTRIAL,MANUFACTURING,Design"
