x,y,id
0.03943853,11.657559,0439f49b9f18413a6c25db5ba6670427
-0.57953,11.077722,a34f1f92f887fd9331496e95eccbddc0
0.45915776,10.216597,224bff183ee482001cb31d7f56c5680b
1.4771644,11.783044,84ad6c9f6e16221292f81cff256727ef
0.06872915,12.805203,ec8e0d69531025a608bc6a2d0c4a53fb
1.6912031,10.5917845,8bbe23b4a5ae298c01cb76940ee2315e
0.83741534,11.155036,69a11c262d135450038ac3a0c33d58b7
